MSISDN,Account Status,Usage Type,Usage Sub Type,Transaction Date,Download (MB),Service ID,Service Name,Service Status,Service Start Date,Service End Date
9959650855,A,Data,Local,6/10/2025 9:31,1877,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650856,A,Data,Local,6/11/2025 9:31,1588,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650857,A,Data,Local,6/12/2025 9:31,2059,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650858,A,Data,Local,6/13/2025 9:31,4318,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650859,A,Data,Local,6/14/2025 9:31,88430,355,Local_UNL,A,1/1/2025 0:00,4/11/2025
9959650860,A,Data,Local,6/15/2025 9:31,5073,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650861,A,Data,Local,6/16/2025 9:31,6952,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650862,A,Data,Local,6/17/2025 9:31,8822,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650863,A,Data,Local,6/18/2025 9:31,2959,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650864,A,Data,Local,6/19/2025 9:31,5775,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650865,A,Data,Local,6/20/2025 9:31,111083,355,Local_UNL,A,1/1/2025 0:00,4/11/2025
9959650866,A,Data,Local,6/21/2025 9:31,1469,15,Local_5GB,A,4/1/2025,7/10/2025
9959650867,A,Data,Local,6/22/2025 9:31,1432,15,Local_5GB,A,4/1/2025,7/10/2025
9959650868,A,Data,Local,6/23/2025 9:31,5476,25,Local_10GB,A,3/1/2025,6/9/2025
9959650869,A,Data,Local,6/24/2025 9:31,8649,25,Local_10GB,A,3/1/2025,6/9/2025
9959650870,A,Data,Local,6/25/2025 9:31,9148,25,Local_10GB,A,3/1/2025,6/9/2025
9959650871,A,Data,Local,6/26/2025 9:31,5292,25,Local_10GB,A,3/1/2025,6/9/2025
9959650872,A,Data,Local,6/27/2025 9:31,8176,25,Local_10GB,A,3/1/2025,6/9/2025
9959650873,A,Data,Local,6/28/2025 9:31,4021,15,Local_5GB,A,4/1/2025,7/10/2025
9959650874,A,Data,Local,6/29/2025 9:31,2163,15,Local_5GB,A,4/1/2025,7/10/2025
9959650875,A,Data,Local,6/30/2025 9:31,6818,25,Local_10GB,A,3/1/2025,6/9/2025
9959650876,A,Data,Local,7/1/2025 9:31,1924,15,Local_5GB,A,4/1/2025,7/10/2025
9959650877,A,Data,Local,7/2/2025 9:31,4316,15,Local_5GB,A,4/1/2025,7/10/2025
9959650878,A,Data,Local,7/3/2025 9:31,1484,15,Local_5GB,A,4/1/2025,7/10/2025
9959650879,A,Data,Local,7/4/2025 9:31,6325,25,Local_10GB,A,3/1/2025,6/9/2025
9959650880,A,Data,Local,7/5/2025 9:31,9479,25,Local_10GB,A,3/1/2025,6/9/2025
9959650881,A,Data,Local,7/6/2025 9:31,6767,25,Local_10GB,A,3/1/2025,6/9/2025
9959650882,A,Data,Local,7/7/2025 9:31,5296,25,Local_10GB,A,3/1/2025,6/9/2025
9959650883,A,Data,Local,7/8/2025 9:31,8812,25,Local_10GB,A,3/1/2025,6/9/2025
9959650884,A,Data,Local,7/9/2025 9:31,9465,25,Local_10GB,A,3/1/2025,6/9/2025
9959650885,A,Data,Local,7/10/2025 9:31,5857,25,Local_10GB,A,3/1/2025,6/9/2025
9959650886,A,Data,Local,7/11/2025 9:31,5623,25,Local_10GB,A,3/1/2025,6/9/2025
9959650887,A,Data,Intl Roaming,7/12/2025 9:31,6665,55,Roaming_5GB,D,4/1/2025,7/10/2025
9959650888,A,Data,Local,7/13/2025 9:31,7643,25,Local_10GB,A,3/1/2025,6/9/2025
9959650889,A,Data,Local,7/14/2025 9:31,4981,15,Local_5GB,A,4/1/2025,7/10/2025
9959650890,A,Data,Local,7/15/2025 9:31,3505,15,Local_5GB,A,4/1/2025,7/10/2025
9959650891,A,Data,Local,7/16/2025 9:31,1839,15,Local_5GB,A,4/1/2025,7/10/2025
9959650892,A,Data,Local,7/17/2025 9:31,8076,25,Local_10GB,A,3/1/2025,6/9/2025
9959650893,A,Data,Local,7/18/2025 9:31,9034,25,Local_10GB,A,3/1/2025,6/9/2025
9959650894,A,Data,Local,7/19/2025 9:31,9124,25,Local_10GB,A,3/1/2025,6/9/2025
9959650895,A,Data,Local,7/20/2025 9:31,5131,25,Local_10GB,A,3/1/2025,6/9/2025
9959650896,A,Data,Local,7/21/2025 9:31,4501,15,Local_5GB,A,4/1/2025,7/10/2025
9959650887,A,Data,Intl Roaming,7/22/2025 9:31,6665,55,Roaming_5GB,A,4/1/2025,7/10/2025
9959650797,A,Data,Local,4/13/2025 9:31,4428,15,Local_5GB,A,4/1/2025,7/10/2025
9959650798,A,Data,Intl Roaming,4/17/2025 6:25,2700,55,Roaming_5GB,A,4/1/2025,7/10/2025
9959650799,A,Data,Local,4/18/2025 6:25,4058,15,Local_5GB,A,4/1/2025,7/10/2025
9959650800,A,Data,Local,4/19/2025 6:25,1704,15,Local_5GB,A,4/1/2025,7/10/2025
9959650801,A,Data,Local,4/20/2025 6:25,6308,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,4/21/2025 6:25,5050,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,4/22/2025 6:25,8571,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,4/23/2025 6:25,7247,25,Local_10GB,A,3/1/2025,6/9/2025
9959650805,A,Data,Local,4/24/2025 6:25,7714,25,Local_10GB,A,3/1/2025,6/9/2025
9959650805,A,Data,Local,4/25/2025 6:25,3439,15,Local_5GB,A,4/1/2025,7/10/2025
9959650805,A,Data,Local,4/26/2025 6:25,2582,15,Local_5GB,A,4/1/2025,7/10/2025
9959650808,A,Data,Local,4/27/2025 6:25,8198,25,Local_10GB,A,3/1/2025,6/9/2025
9959650808,A,Data,Intl Roaming,4/28/2025 6:25,9962,65,Roaming_10GB,A,4/1/2025,7/10/2025
9959650808,A,Data,Local,4/29/2025 6:25,9007,25,Local_10GB,A,3/1/2025,6/9/2025
9959650808,A,Data,Local,4/30/2025 6:25,4598,15,Local_5GB,A,4/1/2025,7/10/2025
9959650812,A,Data,Local,5/1/2025 6:25,5977,25,Local_10GB,A,3/1/2025,6/9/2025
9959650813,A,Data,Local,5/2/2025 6:25,6535,25,Local_10GB,A,3/1/2025,6/9/2025
9959650814,A,Data,Local,5/3/2025 6:25,5280,25,Local_10GB,A,3/1/2025,6/9/2025
9959650815,A,Data,Local,5/4/2025 6:25,1180,15,Local_5GB,A,4/1/2025,7/10/2025
9959650816,A,Data,Local,5/5/2025 6:25,9562,25,Local_10GB,A,3/1/2025,6/9/2025
9959650817,A,Data,Local,5/6/2025 6:25,3507,15,Local_5GB,A,4/1/2025,7/10/2025
9959650818,A,Data,Local,5/7/2025 6:25,7411,25,Local_10GB,A,3/1/2025,6/9/2025
9959650819,A,Data,Local,5/8/2025 6:25,6381,25,Local_10GB,A,3/1/2025,6/9/2025
9959650820,A,Data,Local,5/9/2025 6:25,4771,15,Local_5GB,A,4/1/2025,7/10/2025
9959650821,A,Data,Local,5/10/2025 6:25,6483,25,Local_10GB,A,3/1/2025,6/9/2025
9959650822,A,Data,Local,5/11/2025 6:25,1015,15,Local_5GB,D,4/1/2025,7/10/2025
9959650823,A,Data,Local,5/12/2025 6:25,7679,25,Local_10GB,A,3/1/2025,6/9/2025
9959650824,A,Data,Local,5/13/2025 6:25,1933,15,Local_5GB,A,4/1/2025,7/10/2025
9959650825,A,Data,Local,5/14/2025 6:25,3544,15,Local_5GB,A,4/1/2025,7/10/2025
9959650826,A,Data,Intl Roaming,5/15/2025 6:25,15596,75,Roaming_15GB,A,4/1/2025,7/10/2025
9959650827,A,Data,Local,5/16/2025 6:25,1539,15,Local_5GB,A,4/1/2025,7/10/2025
9959650828,A,Data,Local,5/17/2025 6:25,2971,15,Local_5GB,A,4/1/2025,7/10/2025
9959650829,A,Data,Local,5/18/2025 6:25,7224,25,Local_10GB,A,3/1/2025,6/9/2025
9959650830,A,Data,Local,5/19/2025 6:25,1526,15,Local_5GB,A,4/1/2025,7/10/2025
9959650831,A,Data,Local,5/20/2025 6:25,2832,15,Local_5GB,A,4/1/2025,7/10/2025
9959650832,A,Data,Local,5/21/2025 6:25,4168,15,Local_5GB,A,4/1/2025,7/10/2025
9959650833,A,Data,Local,5/22/2025 6:25,9543,25,Local_10GB,A,3/1/2025,6/9/2025
9959650834,A,Data,Local,5/23/2025 6:25,7384,25,Local_10GB,A,3/1/2025,6/9/2025
9959650835,A,Data,Local,5/24/2025 6:25,9268,25,Local_10GB,A,3/1/2025,6/9/2025
9959650836,A,Data,Local,5/25/2025 6:25,6578,25,Local_10GB,A,3/1/2025,6/9/2025
9959650837,A,Data,Local,5/26/2025 6:25,3834,15,Local_5GB,A,4/1/2025,7/10/2025
9959650838,A,Data,Local,5/27/2025 6:25,9917,25,Local_10GB,A,3/1/2025,6/9/2025
9959650839,A,Data,Local,5/28/2025 6:25,9598,25,Local_10GB,A,3/1/2025,6/9/2025
9959650840,A,Data,Local,5/29/2025 6:25,7105,25,Local_10GB,A,3/1/2025,6/9/2025
9959650841,A,Data,Intl Roaming,5/30/2025 6:25,9513,65,Roaming_10GB,A,4/1/2025,7/10/2025
9959650842,A,Data,Local,5/31/2025 6:25,9402,25,Local_10GB,A,3/1/2025,6/9/2025
9959650843,A,Data,Local,6/1/2025 6:25,7069,25,Local_10GB,A,3/1/2025,6/9/2025
9959650844,A,Data,Local,6/2/2025 6:25,9170,25,Local_10GB,A,3/1/2025,6/9/2025
9959650845,A,Data,Local,6/3/2025 6:25,2834,15,Local_5GB,A,4/1/2025,7/10/2025
9959650846,A,Data,Local,6/4/2025 6:25,3747,15,Local_5GB,A,4/1/2025,7/10/2025
9959650847,A,Data,Local,6/5/2025 6:25,1123,15,Local_5GB,A,4/1/2025,7/10/2025
9959650848,A,Data,Local,6/6/2025 6:25,5546,25,Local_10GB,A,3/1/2025,6/9/2025
9959650849,A,Data,Local,6/7/2025 6:25,28089,355,Local_UNL,A,1/1/2025 0:00,4/11/2025
9959650850,A,Data,Local,6/8/2025 6:25,6100,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650851,A,Data,Intl Roaming,6/9/2025 6:25,5272,55,Roaming_5GB,A,4/1/2025 0:00,7/10/2025
9959650852,A,Data,Local,6/10/2025 6:25,3622,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650853,A,Data,Local,6/11/2025 6:25,9817,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650854,A,Data,Local,6/12/2025 6:25,1440,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650855,A,Data,Local,6/13/2025 6:25,1877,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650856,A,Data,Local,6/14/2025 6:25,1588,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650857,A,Data,Local,6/15/2025 6:25,2059,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650858,A,Data,Local,6/16/2025 6:25,4318,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650859,A,Data,Local,6/17/2025 6:25,88430,355,Local_UNL,A,1/1/2025 0:00,4/11/2025
9959650860,A,Data,Local,6/18/2025 6:25,5073,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650861,A,Data,Local,6/19/2025 6:25,6952,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650862,A,Data,Local,6/20/2025 6:25,8822,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650863,A,Data,Local,6/21/2025 6:25,2959,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650864,A,Data,Local,6/22/2025 6:25,5775,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650865,A,Data,Local,6/23/2025 6:25,111083,355,Local_UNL,A,1/1/2025 0:00,4/11/2025
9959650866,A,Data,Local,6/24/2025 6:25,1469,15,Local_5GB,A,4/1/2025,7/10/2025
9959650867,A,Data,Local,6/25/2025 6:25,1432,15,Local_5GB,A,4/1/2025,7/10/2025
9959650868,A,Data,Local,6/26/2025 6:25,5476,25,Local_10GB,A,3/1/2025,6/9/2025
9959650869,A,Data,Local,6/27/2025 6:25,8649,25,Local_10GB,A,3/1/2025,6/9/2025
9959650870,A,Data,Local,6/28/2025 6:25,9148,25,Local_10GB,A,3/1/2025,6/9/2025
9959650871,A,Data,Local,6/29/2025 6:25,5292,25,Local_10GB,A,3/1/2025,6/9/2025
9959650872,A,Data,Local,6/30/2025 6:25,8176,25,Local_10GB,A,3/1/2025,6/9/2025
9959650873,A,Data,Local,7/1/2025 6:25,4021,15,Local_5GB,A,4/1/2025,7/10/2025
9959650874,A,Data,Local,7/2/2025 6:25,2163,15,Local_5GB,A,4/1/2025,7/10/2025
9959650875,A,Data,Local,7/3/2025 6:25,6818,25,Local_10GB,A,3/1/2025,6/9/2025
9959650876,A,Data,Local,7/4/2025 6:25,1924,15,Local_5GB,A,4/1/2025,7/10/2025
9959650877,A,Data,Local,7/5/2025 6:25,4316,15,Local_5GB,A,4/1/2025,7/10/2025
9959650878,A,Data,Local,7/6/2025 6:25,1484,15,Local_5GB,A,4/1/2025,7/10/2025
9959650879,A,Data,Local,7/7/2025 6:25,6325,25,Local_10GB,A,3/1/2025,6/9/2025
9959650880,A,Data,Local,7/8/2025 6:25,9479,25,Local_10GB,A,3/1/2025,6/9/2025
9959650881,A,Data,Local,7/9/2025 6:25,6767,25,Local_10GB,A,3/1/2025,6/9/2025
9959650882,A,Data,Local,7/10/2025 6:25,5296,25,Local_10GB,A,3/1/2025,6/9/2025
9959650883,A,Data,Local,7/11/2025 6:25,8812,25,Local_10GB,A,3/1/2025,6/9/2025
9959650884,A,Data,Local,7/12/2025 6:25,9465,25,Local_10GB,A,3/1/2025,6/9/2025
9959650885,A,Data,Local,7/13/2025 6:25,5857,25,Local_10GB,A,3/1/2025,6/9/2025
9959650886,A,Data,Local,7/14/2025 6:25,5623,25,Local_10GB,A,3/1/2025,6/9/2025
9959650887,A,Data,Intl Roaming,7/15/2025 6:25,6665,55,Roaming_5GB,D,4/1/2025,7/10/2025
9959650888,A,Data,Local,7/16/2025 6:25,7643,25,Local_10GB,A,3/1/2025,6/9/2025
9959650889,A,Data,Local,7/17/2025 6:25,4981,15,Local_5GB,A,4/1/2025,7/10/2025
9959650890,A,Data,Local,7/18/2025 6:25,3505,15,Local_5GB,A,4/1/2025,7/10/2025
9959650891,A,Data,Local,7/19/2025 6:25,1839,15,Local_5GB,A,4/1/2025,7/10/2025
9959650892,A,Data,Local,7/20/2025 6:25,8076,25,Local_10GB,A,3/1/2025,6/9/2025
9959650893,A,Data,Local,7/21/2025 6:25,9034,25,Local_10GB,A,3/1/2025,6/9/2025
9959650894,A,Data,Local,7/22/2025 6:25,9124,25,Local_10GB,A,3/1/2025,6/9/2025
9959650895,A,Data,Local,7/23/2025 6:25,5131,25,Local_10GB,A,3/1/2025,6/9/2025
9959650896,A,Data,Local,7/24/2025 6:25,4501,15,Local_5GB,A,4/1/2025,7/10/2025
9959650887,A,Data,Intl Roaming,7/25/2025 6:25,6665,55,Roaming_5GB,A,4/1/2025,7/10/2025
9959650797,A,Data,Local,1/26/2025 6:25,4428,15,Local_5GB,A,4/1/2025,7/10/2025
9959650798,A,Data,Intl Roaming,1/27/2025 6:25,2700,55,Roaming_5GB,A,4/1/2025,7/10/2025
9959650799,A,Data,Local,1/28/2025 6:25,4058,15,Local_5GB,A,4/1/2025,7/10/2025
9959650800,A,Data,Local,1/29/2025 6:25,1704,15,Local_5GB,A,4/1/2025,7/10/2025
9959650801,A,Data,Local,1/30/2025 6:25,6308,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,1/31/2025 6:25,5050,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,2/1/2025 6:25,8571,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,2/2/2025 6:25,7247,25,Local_10GB,A,3/1/2025,6/9/2025
9959650805,A,Data,Local,2/3/2025 6:25,7714,25,Local_10GB,A,3/1/2025,6/9/2025
9959650805,A,Data,Local,2/4/2025 6:25,3439,15,Local_5GB,A,4/1/2025,7/10/2025
9959650805,A,Data,Local,2/5/2025 6:25,2582,15,Local_5GB,A,4/1/2025,7/10/2025
9959650808,A,Data,Local,2/6/2025 6:25,8198,25,Local_10GB,A,3/1/2025,6/9/2025
9959650808,A,Data,Intl Roaming,2/7/2025 6:25,9962,65,Roaming_10GB,A,4/1/2025,7/10/2025
9959650808,A,Data,Local,2/8/2025 6:25,9007,25,Local_10GB,A,3/1/2025,6/9/2025
9959650808,A,Data,Local,2/9/2025 6:25,4598,15,Local_5GB,A,4/1/2025,7/10/2025
9959650812,A,Data,Local,2/10/2025 6:25,5977,25,Local_10GB,A,3/1/2025,6/9/2025
9959650813,A,Data,Local,2/11/2025 6:25,6535,25,Local_10GB,A,3/1/2025,6/9/2025
9959650814,A,Data,Local,2/12/2025 6:25,5280,25,Local_10GB,A,3/1/2025,6/9/2025
9959650815,A,Data,Local,2/13/2025 6:25,1180,15,Local_5GB,A,4/1/2025,7/10/2025
9959650816,A,Data,Local,2/14/2025 6:25,9562,25,Local_10GB,A,3/1/2025,6/9/2025
9959650817,A,Data,Local,2/15/2025 6:25,3507,15,Local_5GB,A,4/1/2025,7/10/2025
9959650818,A,Data,Local,2/16/2025 6:25,7411,25,Local_10GB,A,3/1/2025,6/9/2025
9959650819,A,Data,Local,2/17/2025 6:25,6381,25,Local_10GB,A,3/1/2025,6/9/2025
9959650820,A,Data,Local,2/18/2025 6:25,4771,15,Local_5GB,A,4/1/2025,7/10/2025
9959650821,A,Data,Local,2/19/2025 6:25,6483,25,Local_10GB,A,3/1/2025,6/9/2025
9959650822,A,Data,Local,2/20/2025 6:25,1015,15,Local_5GB,D,4/1/2025,7/10/2025
9959650823,A,Data,Local,2/21/2025 6:25,7679,25,Local_10GB,A,3/1/2025,6/9/2025
9959650824,A,Data,Local,2/22/2025 6:25,1933,15,Local_5GB,A,4/1/2025,7/10/2025
9959650825,A,Data,Local,2/23/2025 6:25,3544,15,Local_5GB,A,4/1/2025,7/10/2025
9959650826,A,Data,Intl Roaming,2/24/2025 6:25,15596,75,Roaming_15GB,A,4/1/2025,7/10/2025
9959650827,A,Data,Local,2/25/2025 6:25,1539,15,Local_5GB,A,4/1/2025,7/10/2025
9959650828,A,Data,Local,2/26/2025 6:25,2971,15,Local_5GB,A,4/1/2025,7/10/2025
9959650829,A,Data,Local,2/27/2025 6:25,7224,25,Local_10GB,A,3/1/2025,6/9/2025
9959650830,A,Data,Local,2/28/2025 6:25,1526,15,Local_5GB,A,4/1/2025,7/10/2025
9959650831,A,Data,Local,3/1/2025 6:25,2832,15,Local_5GB,A,4/1/2025,7/10/2025
9959650832,A,Data,Local,3/2/2025 6:25,4168,15,Local_5GB,A,4/1/2025,7/10/2025
9959650833,A,Data,Local,3/3/2025 6:25,9543,25,Local_10GB,A,3/1/2025,6/9/2025
9959650834,A,Data,Local,3/4/2025 6:25,7384,25,Local_10GB,A,3/1/2025,6/9/2025
9959650835,A,Data,Local,3/5/2025 6:25,9268,25,Local_10GB,A,3/1/2025,6/9/2025
9959650836,A,Data,Local,3/6/2025 6:25,6578,25,Local_10GB,A,3/1/2025,6/9/2025
9959650837,A,Data,Local,3/7/2025 6:25,3834,15,Local_5GB,A,4/1/2025,7/10/2025
9959650838,A,Data,Local,3/8/2025 6:25,9917,25,Local_10GB,A,3/1/2025,6/9/2025
9959650839,A,Data,Local,3/9/2025 6:25,9598,25,Local_10GB,A,3/1/2025,6/9/2025
9959650840,A,Data,Local,3/10/2025 6:25,7105,25,Local_10GB,A,3/1/2025,6/9/2025
9959650841,A,Data,Intl Roaming,3/11/2025 6:25,9513,65,Roaming_10GB,A,4/1/2025,7/10/2025
9959650842,A,Data,Local,3/12/2025 6:25,9402,25,Local_10GB,A,3/1/2025,6/9/2025
9959650843,A,Data,Local,3/13/2025 6:25,7069,25,Local_10GB,A,3/1/2025,6/9/2025
9959650844,A,Data,Local,3/14/2025 6:25,9170,25,Local_10GB,A,3/1/2025,6/9/2025
9959650845,A,Data,Local,3/15/2025 6:25,2834,15,Local_5GB,A,4/1/2025,7/10/2025
9959650846,A,Data,Local,3/16/2025 6:25,3747,15,Local_5GB,A,4/1/2025,7/10/2025
9959650847,A,Data,Local,3/17/2025 6:25,1123,15,Local_5GB,A,4/1/2025,7/10/2025
9959650848,A,Data,Local,3/18/2025 6:25,5546,25,Local_10GB,A,3/1/2025,6/9/2025
9959650849,A,Data,Local,3/19/2025 6:25,28089,355,Local_UNL,A,1/1/2025 0:00,4/11/2025
9959650850,A,Data,Local,3/20/2025 6:25,6100,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650851,A,Data,Intl Roaming,3/21/2025 6:25,5272,55,Roaming_5GB,A,4/1/2025 0:00,7/10/2025
9959650852,A,Data,Local,3/22/2025 6:25,3622,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650853,A,Data,Local,3/23/2025 6:25,9817,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650854,A,Data,Local,3/24/2025 6:25,1440,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650855,A,Data,Local,3/25/2025 6:25,1877,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650856,A,Data,Local,3/26/2025 6:25,1588,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650857,A,Data,Local,3/27/2025 6:25,2059,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650858,A,Data,Local,3/28/2025 6:25,4318,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650859,A,Data,Local,3/29/2025 6:25,88430,355,Local_UNL,A,1/1/2025 0:00,4/11/2025
9959650860,A,Data,Local,3/30/2025 6:25,5073,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650861,A,Data,Local,3/31/2025 6:25,6952,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650862,A,Data,Local,4/1/2025 6:25,8822,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650863,A,Data,Local,4/2/2025 6:25,2959,15,Local_5GB,A,4/1/2025 0:00,7/10/2025
9959650864,A,Data,Local,4/3/2025 6:25,5775,25,Local_10GB,A,3/1/2025 0:00,6/9/2025
9959650865,A,Data,Local,4/4/2025 6:25,111083,355,Local_UNL,A,1/1/2025 0:00,4/11/2025
9959650866,A,Data,Local,4/5/2025 6:25,1469,15,Local_5GB,A,4/1/2025,7/10/2025
9959650867,A,Data,Local,4/6/2025 6:25,1432,15,Local_5GB,A,4/1/2025,7/10/2025
9959650868,A,Data,Local,4/7/2025 6:25,5476,25,Local_10GB,A,3/1/2025,6/9/2025
9959650869,A,Data,Local,4/8/2025 6:25,8649,25,Local_10GB,A,3/1/2025,6/9/2025
9959650870,A,Data,Local,4/9/2025 6:25,9148,25,Local_10GB,A,3/1/2025,6/9/2025
9959650871,A,Data,Local,4/10/2025 6:25,5292,25,Local_10GB,A,3/1/2025,6/9/2025
9959650872,A,Data,Local,4/11/2025 6:25,8176,25,Local_10GB,A,3/1/2025,6/9/2025
9959650873,A,Data,Local,4/12/2025 6:25,4021,15,Local_5GB,A,4/1/2025,7/10/2025
9959650874,A,Data,Local,4/13/2025 6:25,2163,15,Local_5GB,A,4/1/2025,7/10/2025
9959650875,A,Data,Local,4/14/2025 6:25,6818,25,Local_10GB,A,3/1/2025,6/9/2025
9959650876,A,Data,Local,4/15/2025 6:25,1924,15,Local_5GB,A,4/1/2025,7/10/2025
9959650877,A,Data,Local,4/16/2025 6:25,4316,15,Local_5GB,A,4/1/2025,7/10/2025
9959650878,A,Data,Local,4/17/2025 6:25,1484,15,Local_5GB,A,4/1/2025,7/10/2025
9959650879,A,Data,Local,4/18/2025 6:25,6325,25,Local_10GB,A,3/1/2025,6/9/2025
9959650880,A,Data,Local,4/19/2025 6:25,9479,25,Local_10GB,A,3/1/2025,6/9/2025
9959650881,A,Data,Local,4/20/2025 6:25,6767,25,Local_10GB,A,3/1/2025,6/9/2025
9959650882,A,Data,Local,4/21/2025 6:25,5296,25,Local_10GB,A,3/1/2025,6/9/2025
9959650883,A,Data,Local,4/22/2025 6:25,8812,25,Local_10GB,A,3/1/2025,6/9/2025
9959650884,A,Data,Local,4/23/2025 6:25,9465,25,Local_10GB,A,3/1/2025,6/9/2025
9959650885,A,Data,Local,4/24/2025 6:25,5857,25,Local_10GB,A,3/1/2025,6/9/2025
9959650886,A,Data,Local,4/25/2025 6:25,5623,25,Local_10GB,A,3/1/2025,6/9/2025
9959650887,A,Data,Intl Roaming,4/26/2025 6:25,6665,55,Roaming_5GB,D,4/1/2025,7/10/2025
9959650888,A,Data,Local,4/27/2025 6:25,7643,25,Local_10GB,A,3/1/2025,6/9/2025
9959650889,A,Data,Local,4/28/2025 6:25,4981,15,Local_5GB,A,4/1/2025,7/10/2025
9959650890,A,Data,Local,4/29/2025 6:25,3505,15,Local_5GB,A,4/1/2025,7/10/2025
9959650891,A,Data,Local,4/30/2025 6:25,1839,15,Local_5GB,A,4/1/2025,7/10/2025
9959650892,A,Data,Local,5/1/2025 6:25,8076,25,Local_10GB,A,3/1/2025,6/9/2025
9959650893,A,Data,Local,5/2/2025 6:25,9034,25,Local_10GB,A,3/1/2025,6/9/2025
9959650894,A,Data,Local,5/3/2025 6:25,9124,25,Local_10GB,A,3/1/2025,6/9/2025
9959650895,A,Data,Local,5/4/2025 6:25,5131,25,Local_10GB,A,3/1/2025,6/9/2025
9959650896,A,Data,Local,5/5/2025 6:25,4501,15,Local_5GB,A,4/1/2025,7/10/2025
9959650887,A,Data,Intl Roaming,5/6/2025 6:25,6665,55,Roaming_5GB,A,4/1/2025,7/10/2025
9959650797,A,Data,Local,4/17/2025 9:31,4428,15,Local_5GB,A,4/1/2025,7/10/2025
9959650798,A,Data,Intl Roaming,4/16/2025 9:31,2700,55,Roaming_5GB,A,4/1/2025,7/10/2025
9959650799,A,Data,Local,4/15/2025 9:31,4058,15,Local_5GB,A,4/1/2025,7/10/2025
9959650800,A,Data,Local,4/14/2025 9:31,1704,15,Local_5GB,A,4/1/2025,7/10/2025
9959650801,A,Data,Local,4/13/2025 9:31,6308,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,4/12/2025 9:31,5050,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,4/11/2025 9:31,8571,25,Local_10GB,A,3/1/2025,6/9/2025
9959650802,A,Data,Local,4/10/2025 9:31,7247,25,Local_10GB,A,3/1/2025,6/9/2025
9959650805,A,Data,Local,4/9/2025 9:31,7714,25,Local_10GB,A,3/1/2025,6/9/2025
9959650805,A,Data,Local,4/8/2025 9:31,3439,15,Local_5GB,A,4/1/2025,7/10/2025
9959650805,A,Data,Local,4/7/2025 9:31,2582,15,Local_5GB,A,4/1/2025,7/10/2025
9959650808,A,Data,Local,4/6/2025 9:31,8198,25,Local_10GB,A,3/1/2025,6/9/2025
9959650808,A,Data,Intl Roaming,4/5/2025 9:31,9962,65,Roaming_10GB,A,4/1/2025,7/10/2025
9959650808,A,Data,Local,4/4/2025 9:31,9007,25,Local_10GB,A,3/1/2025,6/9/2025
9959650808,A,Data,Local,4/3/2025 9:31,4598,15,Local_5GB,A,4/1/2025,7/10/2025
9959650812,A,Data,Local,4/2/2025 9:31,5977,25,Local_10GB,A,3/1/2025,6/9/2025
9959650813,A,Data,Local,4/1/2025 9:31,6535,25,Local_10GB,A,3/1/2025,6/9/2025
